日付,地点名,観測地点名,県,緯度,経度,気温_平均,気温_最高,気温_最低,風速_最大,風向,降水量,天気コード,天気,水温,最大波高,波向,波周期,潮汐,月齢,月相
2023-04-22,宇和島,宇和島,愛媛県,33.22,132.56,13.2,15.2,11.5,7.9,NE,0,0,快晴,18.4,0.5,NNW,4.1,大潮,1.6,新月
2023-04-22,松山,松山,愛媛県,33.84,132.77,12,12.8,11.2,30.4,NNE,0,0,快晴,17.2,0.7,NNE,3.1,大潮,1.6,新月
2023-04-22,来島,来島,愛媛県,34.12,132.99,11.6,12,11.2,27.2,ENE,0,0,快晴,15.6,0.6,ENE,3,大潮,1.6,新月
2023-04-22,高松,高松,香川県,34.35,134.05,11.7,12.4,10.9,10.6,ENE,0,0,快晴,15.4,0.2,NNE,2.5,大潮,1.6,新月
2023-04-22,阿南,阿南,徳島県,33.92,134.66,11.1,11.6,10.7,40.4,N,0,0,快晴,15.1,1.2,N,4.1,大潮,1.6,新月
2023-04-23,室戸,室戸,高知県,33.29,134.18,12.5,13.6,11.7,19.1,NE,0,0,快晴,18.6,1.7,NE,5.8,中潮,2.6,三日月
2023-04-23,高知,高知,高知県,33.56,133.54,12.9,14.7,11.6,17.7,N,0,1,晴れ,19,0.5,ESE,6.7,中潮,2.6,三日月
2023-04-23,足摺,足摺,高知県,32.72,132.72,14.1,15.6,12.7,7,NNW,0,1,晴れ,18.8,1.3,E,6.4,中潮,2.6,三日月
2023-04-23,宇和島,宇和島,愛媛県,33.22,132.56,13.9,16.3,11.7,6.9,SE,0,3,曇り,18.5,0.2,NNW,3.9,中潮,2.6,三日月
2023-04-23,松山,松山,愛媛県,33.84,132.77,11.4,12.9,10.2,18.4,NE,0,2,一部曇り,17,0.5,NNE,3.2,中潮,2.6,三日月
2023-04-23,来島,来島,愛媛県,34.12,132.99,11,11.8,10.2,22.1,E,0,1,晴れ,15.1,0.5,ENE,2.9,中潮,2.6,三日月
2023-04-23,高松,高松,香川県,34.35,134.05,10.5,11.9,8.8,9.7,E,0,2,一部曇り,15.3,0.1,NE,2.6,中潮,2.6,三日月
2023-04-23,阿南,阿南,徳島県,33.92,134.66,10.3,11,9.6,29,N,0,1,晴れ,15.5,0.9,NNE,3.9,中潮,2.6,三日月
2023-04-24,室戸,室戸,高知県,33.29,134.18,12.4,13,11.8,27.7,NE,0,3,曇り,18.5,1.7,ENE,5.9,中潮,3.6,三日月
2023-04-24,高知,高知,高知県,33.56,133.54,12.6,13.3,11.7,16.2,N,0,3,曇り,19,0.7,ESE,7.1,中潮,3.6,三日月
2023-04-24,足摺,足摺,高知県,32.72,132.72,15.1,15.5,14.6,13.8,NE,0,3,曇り,18.9,1.5,E,6.7,中潮,3.6,三日月
2023-04-24,宇和島,宇和島,愛媛県,33.22,132.56,14.3,15.4,12.9,5.7,ESE,0,3,曇り,18.5,0.2,NNW,3.6,中潮,3.6,三日月
2023-04-24,松山,松山,愛媛県,33.84,132.77,11.7,11.9,11.4,23,ENE,0,3,曇り,16.9,0.5,NE,3,中潮,3.6,三日月
2023-04-24,来島,来島,愛媛県,34.12,132.99,11.7,11.8,11.7,24.9,E,0,3,曇り,14.9,0.5,ENE,3,中潮,3.6,三日月
2023-04-24,高松,高松,香川県,34.35,134.05,11.3,11.7,10.6,13.5,ENE,0,3,曇り,15.2,0.2,ENE,2.8,中潮,3.6,三日月
2023-04-24,阿南,阿南,徳島県,33.92,134.66,11.4,12.1,10.7,25.4,N,0,3,曇り,15.9,0.8,NE,4.1,中潮,3.6,三日月
2023-04-25,室戸,室戸,高知県,33.29,134.18,11.8,12.2,11.6,22.4,NE,0.6,51,弱い霧雨,18.4,1.6,E,7.2,中潮,4.6,三日月
2023-04-25,高知,高知,高知県,33.56,133.54,11.2,11.5,10.9,8.5,NW,1.3,53,霧雨,18.8,0.8,ESE,8.6,中潮,4.6,三日月
2023-04-25,足摺,足摺,高知県,32.72,132.72,12.6,12.7,12.3,22.1,ENE,1.6,53,霧雨,18.5,1.7,ESE,6.9,中潮,4.6,三日月
2023-04-25,宇和島,宇和島,愛媛県,33.22,132.56,11.1,11.4,10.9,9,E,2.4,55,強い霧雨,18.3,0.1,SE,5.4,中潮,4.6,三日月
2023-04-25,松山,松山,愛媛県,33.84,132.77,9.7,10,9.3,10.1,E,1.2,51,弱い霧雨,16.6,0.2,NE,2.6,中潮,4.6,三日月
2023-04-25,来島,来島,愛媛県,34.12,132.99,10.3,10.3,10.3,13.2,ESE,0.5,51,弱い霧雨,14.6,0.3,E,2.6,中潮,4.6,三日月
2023-04-25,高松,高松,香川県,34.35,134.05,10.7,10.8,10.6,14.8,E,0.9,53,霧雨,14.8,0.4,ENE,2.7,中潮,4.6,三日月
2023-04-25,阿南,阿南,徳島県,33.92,134.66,10.4,10.7,10.2,10,NW,0.5,51,弱い霧雨,16.2,0.5,ESE,6.7,中潮,4.6,三日月
2023-04-26,室戸,室戸,高知県,33.29,134.18,17.5,17.6,17.2,24.6,SW,10,63,雨,18.4,3.6,SE,8.2,小潮,5.6,上弦
2023-04-26,高知,高知,高知県,33.56,133.54,17.2,17.9,16.1,13.4,N,2.2,61,弱い雨,18.8,2.6,SSE,8.3,小潮,5.6,上弦
2023-04-26,足摺,足摺,高知県,32.72,132.72,14.3,14.6,14.1,25.4,NW,1,51,弱い霧雨,18,3.2,SSE,8,小潮,5.6,上弦
2023-04-26,宇和島,宇和島,愛媛県,33.22,132.56,13.3,13.4,13.2,17.1,NW,1.2,53,霧雨,18.2,0.8,WSW,4.7,小潮,5.6,上弦
2023-04-26,松山,松山,愛媛県,33.84,132.77,13.9,14.1,13.7,12.5,NW,0.9,53,霧雨,16.4,0.4,WSW,3.5,小潮,5.6,上弦
2023-04-26,来島,来島,愛媛県,34.12,132.99,13.7,13.8,13.6,13.6,W,1.3,55,強い霧雨,14.4,0.1,SSW,3.7,小潮,5.6,上弦
2023-04-26,高松,高松,香川県,34.35,134.05,14.8,14.9,14.6,23.8,WSW,2.7,61,弱い雨,14.4,0.4,ESE,3.7,小潮,5.6,上弦
2023-04-26,阿南,阿南,徳島県,33.92,134.66,16.7,18,14.6,33.7,SSW,19.8,65,強い雨,17.1,1.6,SSE,7.4,小潮,5.6,上弦
2023-04-27,室戸,室戸,高知県,33.29,134.18,13,14.5,11.3,7.4,ESE,0,0,快晴,18.2,1.4,ESE,8.2,小潮,6.6,上弦
2023-04-27,高知,高知,高知県,33.56,133.54,11.1,14.6,7.4,6.5,N,0,0,快晴,18.8,1,SE,8.7,小潮,6.6,上弦
2023-04-27,足摺,足摺,高知県,32.72,132.72,13.9,15.6,12.2,6.9,N,0,0,快晴,17.9,1.1,ESE,7.9,小潮,6.6,上弦
2023-04-27,宇和島,宇和島,愛媛県,33.22,132.56,13.3,15.4,11.2,7.7,NE,0,1,晴れ,18,0.3,WNW,3.7,小潮,6.6,上弦
2023-04-27,松山,松山,愛媛県,33.84,132.77,11.8,14.7,8.7,8.8,ESE,0,0,快晴,16.5,0.1,W,2.9,小潮,6.6,上弦
2023-04-27,来島,来島,愛媛県,34.12,132.99,12.4,14.1,10.3,4.8,ENE,0,0,快晴,14.5,0.1,WSW,2.6,小潮,6.6,上弦
2023-04-27,高松,高松,香川県,34.35,134.05,12.4,13.8,10.6,9.4,W,0,0,快晴,14.4,0.1,W,2.2,小潮,6.6,上弦
2023-04-27,阿南,阿南,徳島県,33.92,134.66,13,14.1,11.9,22.5,NNW,0,0,快晴,17.2,0.6,SE,5.7,小潮,6.6,上弦
2023-04-28,室戸,室戸,高知県,33.29,134.18,13.6,15.9,10.8,3.7,SSW,0,3,曇り,18.5,0.8,ESE,9.3,小潮,7.6,上弦
2023-04-28,高知,高知,高知県,33.56,133.54,12.4,15.9,9.1,3.8,NNW,0,3,曇り,18.9,0.5,SE,8.9,小潮,7.6,上弦
2023-04-28,足摺,足摺,高知県,32.72,132.72,15.3,17.3,13.1,10,ESE,0,3,曇り,18,0.9,ESE,8.9,小潮,7.6,上弦
2023-04-28,宇和島,宇和島,愛媛県,33.22,132.56,14.2,16.9,11.6,8.9,ESE,0,3,曇り,18,0.1,S,4,小潮,7.6,上弦
2023-04-28,松山,松山,愛媛県,33.84,132.77,12.1,15.6,9,6.3,ESE,0,3,曇り,16.6,0.1,SW,2.7,小潮,7.6,上弦
2023-04-28,来島,来島,愛媛県,34.12,132.99,13.4,15.5,11.3,8.1,SSE,0,3,曇り,14.7,0,SSW,2.4,小潮,7.6,上弦
2023-04-28,高松,高松,香川県,34.35,134.05,13.2,14.9,11.2,5.1,N,0,3,曇り,14.8,0,SE,3.6,小潮,7.6,上弦
2023-04-28,阿南,阿南,徳島県,33.92,134.66,13.9,15.6,12.1,9.2,S,0,3,曇り,16.9,0.3,SSE,6.1,小潮,7.6,上弦
2023-04-29,室戸,室戸,高知県,33.29,134.18,16.8,18.1,15.4,8.5,ENE,0,3,曇り,19,0.8,ESE,8.2,長潮,8.6,上弦
2023-04-29,高知,高知,高知県,33.56,133.54,15.3,18.2,11.8,7,NNW,0,3,曇り,19,0.5,SE,8.2,長潮,8.6,上弦
2023-04-29,足摺,足摺,高知県,32.72,132.72,17,17.8,16,13.3,ENE,1.5,61,弱い雨,18,0.8,ESE,7.2,長潮,8.6,上弦
2023-04-29,宇和島,宇和島,愛媛県,33.22,132.56,16.5,18.2,15,14.4,E,0.1,51,弱い霧雨,18,0.3,SE,2.6,長潮,8.6,上弦
2023-04-29,松山,松山,愛媛県,33.84,132.77,15.8,18.5,13.1,9.8,E,0,3,曇り,16.8,0.1,SSW,3.1,長潮,8.6,上弦
2023-04-29,来島,来島,愛媛県,34.12,132.99,14.8,16.3,13.2,6,ESE,0,3,曇り,15,0,SSW,2.6,長潮,8.6,上弦
2023-04-29,高松,高松,香川県,34.35,134.05,14.7,17,12,5.8,NNE,0,3,曇り,15.1,0.1,ESE,2.4,長潮,8.6,上弦
2023-04-29,阿南,阿南,徳島県,33.92,134.66,16.8,18.2,15.1,21.6,S,0,3,曇り,16.6,0.5,SSE,4.4,長潮,8.6,上弦
2023-04-30,室戸,室戸,高知県,33.29,134.18,17,17.8,15.9,18.4,WNW,0,3,曇り,19,2,S,6.2,長潮,9.6,十日夜
2023-04-30,高知,高知,高知県,33.56,133.54,16.3,16.6,16.1,11,SSE,0.3,51,弱い霧雨,19,1.4,S,6,長潮,9.6,十日夜
2023-04-30,足摺,足摺,高知県,32.72,132.72,14.8,16,13.9,25.8,NNW,0,3,曇り,18.1,1.5,S,5.7,長潮,9.6,十日夜
2023-04-30,宇和島,宇和島,愛媛県,33.22,132.56,14.2,14.7,13.6,16.6,NW,1.9,53,霧雨,18,0.5,W,3.7,長潮,9.6,十日夜
2023-04-30,松山,松山,愛媛県,33.84,132.77,14.6,15,14.3,17.4,SW,0.2,51,弱い霧雨,16.7,0.5,W,3.2,長潮,9.6,十日夜
2023-04-30,来島,来島,愛媛県,34.12,132.99,14.8,15.4,14.3,24.4,SW,0.1,51,弱い霧雨,15.1,0.6,SW,3,長潮,9.6,十日夜
2023-04-30,高松,高松,香川県,34.35,134.05,15.8,15.9,15.6,28,WSW,0.6,51,弱い霧雨,15.2,0.5,WSW,2.8,長潮,9.6,十日夜
2023-04-30,阿南,阿南,徳島県,33.92,134.66,16.2,16.8,15.9,23.2,NNW,0.6,53,霧雨,16.8,0.9,S,5.7,長潮,9.6,十日夜
2023-05-01,室戸,室戸,高知県,33.29,134.18,15.3,17.1,13.1,5.2,WNW,0,0,快晴,19,1,SSE,7.4,若潮,10.6,十日夜
2023-05-01,高知,高知,高知県,33.56,133.54,12.9,17.8,7.9,6.6,N,0,0,快晴,18.9,0.7,SSE,7.5,若潮,10.6,十日夜
2023-05-01,足摺,足摺,高知県,32.72,132.72,15.6,17.1,14.2,14.7,NNW,0,0,快晴,18,0.9,SE,7.1,若潮,10.6,十日夜
2023-05-01,宇和島,宇和島,愛媛県,33.22,132.56,13.9,16.3,11.1,7.2,NNE,0,0,快晴,17.8,0.2,WSW,4.2,若潮,10.6,十日夜
2023-05-01,松山,松山,愛媛県,33.84,132.77,14.3,15.7,12.8,13.5,SSW,0,0,快晴,16.5,0.1,W,2.9,若潮,10.6,十日夜
2023-05-01,来島,来島,愛媛県,34.12,132.99,14.9,16.6,13.5,20.7,SW,0,0,快晴,15.2,0.3,SW,2,若潮,10.6,十日夜
2023-05-01,高松,高松,香川県,34.35,134.05,14.4,16.3,12.6,16.6,W,0,0,快晴,15.4,0.1,W,2.2,若潮,10.6,十日夜
2023-05-01,阿南,阿南,徳島県,33.92,134.66,14.6,16.1,13.1,6.4,NW,0,0,快晴,16.3,0.5,SSE,6.7,若潮,10.6,十日夜
2023-05-02,室戸,室戸,高知県,33.29,134.18,13.5,15.9,11.2,9,NNW,0,0,快晴,19,0.8,ESE,7.9,若潮,11.6,十日夜
2023-05-02,高知,高知,高知県,33.56,133.54,12.8,16.6,9.4,8.1,NNW,0,0,快晴,18.9,0.5,SE,8.8,若潮,11.6,十日夜
2023-05-02,足摺,足摺,高知県,32.72,132.72,15,17.2,12.7,8.4,NNW,0,0,快晴,18,0.8,SE,8.4,若潮,11.6,十日夜
2023-05-02,宇和島,宇和島,愛媛県,33.22,132.56,13.9,16.6,11,5.6,ENE,0,0,快晴,17.8,0.1,W,3.8,若潮,11.6,十日夜
2023-05-02,松山,松山,愛媛県,33.84,132.77,12.8,15.8,9.5,5,E,0,0,快晴,16.5,0.1,W,2.6,若潮,11.6,十日夜
2023-05-02,来島,来島,愛媛県,34.12,132.99,14.2,15.2,13.7,5.5,E,0,0,快晴,15.4,0,SW,2.3,若潮,11.6,十日夜
2023-05-02,高松,高松,香川県,34.35,134.05,12.5,13.9,10.8,8,W,0,0,快晴,15.5,0,W,2.3,若潮,11.6,十日夜
2023-05-02,阿南,阿南,徳島県,33.92,134.66,13.5,14.8,12.3,19,NNW,0,0,快晴,15.2,0.5,N,4.1,若潮,11.6,十日夜
2023-05-03,室戸,室戸,高知県,33.29,134.18,15.7,17,14.2,11.7,NE,0,3,曇り,19,0.7,ESE,9.7,大潮,12.6,十日夜
2023-05-03,高知,高知,高知県,33.56,133.54,14.1,17.6,10.4,7.7,N,0,3,曇り,18.9,0.5,SE,10.2,大潮,12.6,十日夜
2023-05-03,足摺,足摺,高知県,32.72,132.72,15.1,17.5,12.7,11,ENE,0,3,曇り,18,0.7,ESE,9.2,大潮,12.6,十日夜
2023-05-03,宇和島,宇和島,愛媛県,33.22,132.56,14.6,17.7,11.7,8,ESE,0,2,一部曇り,17.8,0.1,S,4.1,大潮,12.6,十日夜
2023-05-03,松山,松山,愛媛県,33.84,132.77,12.9,16.1,9.8,4.7,ESE,0,3,曇り,16.5,0,SW,2.6,大潮,12.6,十日夜
2023-05-03,来島,来島,愛媛県,34.12,132.99,14.1,15.3,13.3,4.6,NE,0,3,曇り,15.4,0.1,ENE,2,大潮,12.6,十日夜
2023-05-03,高松,高松,香川県,34.35,134.05,14,16.6,11.4,5.5,SSE,0,3,曇り,15.8,0.1,ENE,1.8,大潮,12.6,十日夜
2023-05-03,阿南,阿南,徳島県,33.92,134.66,15.7,17.9,13.4,16.2,SSW,0,3,曇り,15,0.3,SE,8.1,大潮,12.6,十日夜
2023-05-04,室戸,室戸,高知県,33.29,134.18,16.3,17.2,15.6,7.7,NE,0,3,曇り,19,0.9,SE,7.7,大潮,13.6,満月
2023-05-04,高知,高知,高知県,33.56,133.54,16.7,17.7,15.7,6.8,N,0,3,曇り,19,0.7,SE,7.8,大潮,13.6,満月
2023-05-04,足摺,足摺,高知県,32.72,132.72,17.3,18.1,16.7,14,ENE,0.1,51,弱い霧雨,18.4,0.9,SE,7.4,大潮,13.6,満月
2023-05-04,宇和島,宇和島,愛媛県,33.22,132.56,17.8,18.9,16.7,11.2,ESE,0,3,曇り,17.9,0.2,SSE,3.3,大潮,13.6,満月
2023-05-04,松山,松山,愛媛県,33.84,132.77,16.3,18,14.9,5.6,ESE,0,3,曇り,16.6,0.1,SW,2.9,大潮,13.6,満月
2023-05-04,来島,来島,愛媛県,34.12,132.99,16,17,15,8.1,ESE,0,3,曇り,15.8,0,SSW,2.9,大潮,13.6,満月
2023-05-04,高松,高松,香川県,34.35,134.05,16.3,17.7,15.2,7.2,E,0,3,曇り,16.1,0.1,ESE,2.5,大潮,13.6,満月
2023-05-04,阿南,阿南,徳島県,33.92,134.66,17.1,18.3,16.1,11.6,SSW,0,3,曇り,15.1,0.5,SSE,6.5,大潮,13.6,満月
2023-05-05,室戸,室戸,高知県,33.29,134.18,17.8,18.4,17,9.6,SSE,0,3,曇り,19,1.1,SE,7.5,大潮,14.6,満月
2023-05-05,高知,高知,高知県,33.56,133.54,18.2,19,17.3,7.5,SE,0.7,51,弱い霧雨,19.1,0.8,SE,7.6,大潮,14.6,満月
2023-05-05,足摺,足摺,高知県,32.72,132.72,18.5,19.6,17.8,10.6,ESE,0.5,51,弱い霧雨,18.9,1.1,SE,7.5,大潮,14.6,満月
2023-05-05,宇和島,宇和島,愛媛県,33.22,132.56,17.5,18.6,16.7,13,SE,1.4,55,強い霧雨,18,0.3,SSE,3.4,大潮,14.6,満月
2023-05-05,松山,松山,愛媛県,33.84,132.77,16.8,17.2,16.1,4.7,E,4,61,弱い雨,16.9,0.1,SSW,3.3,大潮,14.6,満月
2023-05-05,来島,来島,愛媛県,34.12,132.99,16.8,17.3,16.2,6.5,S,1.9,61,弱い雨,16.4,0.1,SSW,2.8,大潮,14.6,満月
2023-05-05,高松,高松,香川県,34.35,134.05,17.2,18.7,15.5,5.4,NE,0,3,曇り,16.5,0.1,ESE,2.8,大潮,14.6,満月
2023-05-05,阿南,阿南,徳島県,33.92,134.66,18.7,19.6,17.6,25.3,S,0,3,曇り,15.6,0.7,SSE,4.7,大潮,14.6,満月
2023-05-06,室戸,室戸,高知県,33.29,134.18,19.4,20,18.6,17.8,SW,0,3,曇り,19,1,SSE,6.7,大潮,15.6,満月
2023-05-06,高知,高知,高知県,33.56,133.54,18.7,19.6,17.8,10,SSE,0.7,51,弱い霧雨,19.3,0.8,SSE,6.5,大潮,15.6,満月
2023-05-06,足摺,足摺,高知県,32.72,132.72,20.6,21.1,19.9,19.9,S,0.3,51,弱い霧雨,19,1.3,SSE,6.2,大潮,15.6,満月
2023-05-06,宇和島,宇和島,愛媛県,33.22,132.56,20.7,21.6,19.7,17.4,SSE,0,3,曇り,18.2,0.6,S,3.7,大潮,15.6,満月
2023-05-06,松山,松山,愛媛県,33.84,132.77,20.7,21.5,19.6,12.3,SSE,3.9,63,雨,17.2,0.3,SSW,3.8,大潮,15.6,満月
2023-05-06,来島,来島,愛媛県,34.12,132.99,18.1,19.1,17,5.2,NNE,0,3,曇り,16.9,0.1,SSW,3.2,大潮,15.6,満月
2023-05-06,高松,高松,香川県,34.35,134.05,18.4,19.8,17.1,7.8,NE,0,3,曇り,16.8,0.1,ESE,2.9,大潮,15.6,満月
2023-05-06,阿南,阿南,徳島県,33.92,134.66,20.1,20.5,19.5,32.6,S,0,3,曇り,16.2,0.9,S,4.2,大潮,15.6,満月
2023-05-07,室戸,室戸,高知県,33.29,134.18,19.3,19.4,19.1,21.7,SW,8.6,63,雨,18.6,1.9,S,6.5,中潮,16.6,満月
2023-05-07,高知,高知,高知県,33.56,133.54,20.1,20.5,19.7,8.3,SSE,0.7,51,弱い霧雨,19.3,1.5,S,6.4,中潮,16.6,満月
2023-05-07,足摺,足摺,高知県,32.72,132.72,20.3,20.4,20.1,20.8,SSW,2.2,61,弱い雨,19.2,1.9,S,6.7,中潮,16.6,満月
2023-05-07,宇和島,宇和島,愛媛県,33.22,132.56,19.5,19.9,19.3,2.5,S,4.2,63,雨,18.5,0.6,SSW,5.1,中潮,16.6,満月
2023-05-07,松山,松山,愛媛県,33.84,132.77,16.2,16.8,15.8,7.6,SSW,2,55,強い霧雨,17.2,0.3,WSW,3.2,中潮,16.6,満月
2023-05-07,来島,来島,愛媛県,34.12,132.99,17.5,17.8,17.1,7.4,NW,12.6,65,強い雨,17.3,0.1,SW,3.1,中潮,16.6,満月
2023-05-07,高松,高松,香川県,34.35,134.05,18.7,18.8,18.6,12.9,NNW,6.8,63,雨,17.1,0.1,ESE,2.8,中潮,16.6,満月
2023-05-07,阿南,阿南,徳島県,33.92,134.66,20,20.4,19.6,29.5,SSW,2.1,61,弱い雨,16.9,1,S,5.5,中潮,16.6,満月
2023-05-08,室戸,室戸,高知県,33.29,134.18,15.4,15.7,15.1,8,ENE,0.2,51,弱い霧雨,18.2,2.2,S,7.1,中潮,17.6,十六夜
2023-05-08,高知,高知,高知県,33.56,133.54,15.2,15.9,14.7,25.3,N,0,3,曇り,18.9,1.5,S,7.1,中潮,17.6,十六夜
2023-05-08,足摺,足摺,高知県,32.72,132.72,15.4,16.7,14.3,11.4,N,0,0,快晴,19.2,2.3,W,6.2,中潮,17.6,十六夜
2023-05-08,宇和島,宇和島,愛媛県,33.22,132.56,14.3,15.4,13.3,19.1,N,0,1,晴れ,18.2,0.8,NW,4.4,中潮,17.6,十六夜
2023-05-08,松山,松山,愛媛県,33.84,132.77,14.6,15.2,13.9,28.5,NNE,0,0,快晴,17,0.6,N,3.2,中潮,17.6,十六夜
2023-05-08,来島,来島,愛媛県,34.12,132.99,14,14.7,13.4,13.8,NE,0.1,51,弱い霧雨,16.6,0.3,N,2.3,中潮,17.6,十六夜
2023-05-08,高松,高松,香川県,34.35,134.05,14.1,14.6,13.6,15.1,NW,0,3,曇り,16.9,0.3,WSW,2.5,中潮,17.6,十六夜
2023-05-08,阿南,阿南,徳島県,33.92,134.66,14.7,15,14.4,39.7,NNW,0,2,一部曇り,16.4,1.4,WSW,5.1,中潮,17.6,十六夜
2023-05-09,室戸,室戸,高知県,33.29,134.18,15.3,16.2,14.6,21.6,NE,0,3,曇り,18.2,1.6,ENE,6.6,中潮,18.6,十六夜
2023-05-09,高知,高知,高知県,33.56,133.54,14.4,16.9,12.3,14.8,N,0,3,曇り,18.9,0.7,SE,9.2,中潮,18.6,十六夜
2023-05-09,足摺,足摺,高知県,32.72,132.72,14.9,16.6,13.4,8.7,N,0,3,曇り,19,1.2,ESE,7.4,中潮,18.6,十六夜
2023-05-09,宇和島,宇和島,愛媛県,33.22,132.56,13.3,16.3,10.7,7.6,E,0,3,曇り,18.2,0.3,NNW,3.8,中潮,18.6,十六夜
2023-05-09,松山,松山,愛媛県,33.84,132.77,13.9,15.4,12.4,7.9,NE,0,3,曇り,16.7,0.3,N,2.7,中潮,18.6,十六夜
2023-05-09,来島,来島,愛媛県,34.12,132.99,13.7,14.6,12.9,15.9,E,0,3,曇り,16.3,0.2,NE,2.3,中潮,18.6,十六夜
2023-05-09,高松,高松,香川県,34.35,134.05,12.8,14.2,11.2,6,WSW,0,3,曇り,16.8,0.1,NNE,2.4,中潮,18.6,十六夜
2023-05-09,阿南,阿南,徳島県,33.92,134.66,13.4,14.3,12.6,23.4,NNW,0,3,曇り,16.3,0.7,NE,5.2,中潮,18.6,十六夜
2023-05-10,室戸,室戸,高知県,33.29,134.18,15.7,17.4,13.8,4.7,NNW,0,3,曇り,18.3,1.3,ESE,8.1,小潮,19.6,十六夜
2023-05-10,高知,高知,高知県,33.56,133.54,13.6,17.4,9.1,3,NNW,0,3,曇り,19,0.8,ESE,7.9,小潮,19.6,十六夜
2023-05-10,足摺,足摺,高知県,32.72,132.72,16,18,13.9,7,WNW,0,3,曇り,19,1.5,ESE,8.6,小潮,19.6,十六夜
2023-05-10,宇和島,宇和島,愛媛県,33.22,132.56,15.5,18.1,13.1,3.7,E,0,3,曇り,18.3,0.1,SSE,6,小潮,19.6,十六夜
2023-05-10,松山,松山,愛媛県,33.84,132.77,13.9,16.5,11,6.3,ESE,0,3,曇り,16.9,0,WSW,2.4,小潮,19.6,十六夜
2023-05-10,来島,来島,愛媛県,34.12,132.99,15.8,17.7,13.8,8.6,W,0,3,曇り,16.3,0,W,1.7,小潮,19.6,十六夜
2023-05-10,高松,高松,香川県,34.35,134.05,15.7,17.2,14,13.7,W,0,3,曇り,17,0,S,2.4,小潮,19.6,十六夜
2023-05-10,阿南,阿南,徳島県,33.92,134.66,14.9,16.4,13.3,4.1,NNE,0,3,曇り,16.5,0.4,SE,6.6,小潮,19.6,十六夜
2023-05-11,室戸,室戸,高知県,33.29,134.18,18,20,16.1,13.6,NNE,0,3,曇り,18.3,1,ESE,8,小潮,20.6,下弦
2023-05-11,高知,高知,高知県,33.56,133.54,16.7,20.4,13.2,7,NNW,0,3,曇り,19.1,0.6,SE,8.5,小潮,20.6,下弦
2023-05-11,足摺,足摺,高知県,32.72,132.72,16.9,19.5,14.2,9,ENE,0,3,曇り,19.1,1,ESE,8.5,小潮,20.6,下弦
2023-05-11,宇和島,宇和島,愛媛県,33.22,132.56,17.1,20.1,14.4,5.5,E,0,3,曇り,18.5,0.1,SSE,5.9,小潮,20.6,下弦
2023-05-11,松山,松山,愛媛県,33.84,132.77,15.4,18.1,12.7,5.9,SE,0,2,一部曇り,17,0.1,WSW,2.2,小潮,20.6,下弦
2023-05-11,来島,来島,愛媛県,34.12,132.99,15.9,16.8,14.9,15.5,E,0,0,快晴,16.8,0.3,ENE,2.3,小潮,20.6,下弦
2023-05-11,高松,高松,香川県,34.35,134.05,15.9,17,14.6,10.6,ESE,0,2,一部曇り,17.3,0.1,ENE,2.5,小潮,20.6,下弦
2023-05-11,阿南,阿南,徳島県,33.92,134.66,15.6,16.7,14.6,21.9,NNW,0,0,快晴,17,0.5,NE,4.3,小潮,20.6,下弦
2023-05-12,室戸,室戸,高知県,33.29,134.18,16.5,18.5,14.3,7.2,NNE,0,0,快晴,18.2,0.8,ESE,8.3,小潮,21.6,下弦
2023-05-12,高知,高知,高知県,33.56,133.54,16.4,20,12.9,5.5,N,0,0,快晴,19,0.5,SE,9.2,小潮,21.6,下弦
2023-05-12,足摺,足摺,高知県,32.72,132.72,18,19.7,16.4,12,E,0,2,一部曇り,19.2,0.9,ESE,8.3,小潮,21.6,下弦
2023-05-12,宇和島,宇和島,愛媛県,33.22,132.56,17.3,20.2,14.5,11.2,ESE,0,2,一部曇り,18.6,0.1,SSE,5.6,小潮,21.6,下弦
2023-05-12,松山,松山,愛媛県,33.84,132.77,15,18,11.9,4.3,W,0,0,快晴,17,0.1,SE,2.2,小潮,21.6,下弦
2023-05-12,来島,来島,愛媛県,34.12,132.99,15.2,16.3,14.1,7.9,ENE,0,0,快晴,16.8,0.1,ENE,2.5,小潮,21.6,下弦
2023-05-12,高松,高松,香川県,34.35,134.05,15,16.2,13.7,13.3,E,0,3,曇り,17.4,0.2,ENE,2.3,小潮,21.6,下弦
2023-05-12,阿南,阿南,徳島県,33.92,134.66,15.1,16.2,13.9,11.7,N,0,0,快晴,17.1,0.4,E,4.9,小潮,21.6,下弦
2023-05-13,室戸,室戸,高知県,33.29,134.18,17.3,18.2,16.3,6.6,ESE,0,3,曇り,18.5,0.8,ESE,8.8,長潮,22.6,下弦
2023-05-13,高知,高知,高知県,33.56,133.54,16.6,17.6,15.6,5.1,N,0,3,曇り,19,0.6,SE,8.9,長潮,22.6,下弦
2023-05-13,足摺,足摺,高知県,32.72,132.72,18,18.7,17.5,14.2,ENE,0,3,曇り,19.4,0.9,ESE,8.2,長潮,22.6,下弦
2023-05-13,宇和島,宇和島,愛媛県,33.22,132.56,17.2,17.9,16.6,12.1,ESE,0.1,51,弱い霧雨,18.6,0.1,SSE,3.9,長潮,22.6,下弦
2023-05-13,松山,松山,愛媛県,33.84,132.77,17,18.2,16,8.6,ESE,0,3,曇り,17.2,0.1,SW,2.6,長潮,22.6,下弦
2023-05-13,来島,来島,愛媛県,34.12,132.99,16.6,17.4,16,9.2,ESE,0,3,曇り,17.2,0.1,SSW,2.8,長潮,22.6,下弦
